id,name,basic,rare,legendary,franchise,normalStory,rareStory,legendaryStory
257,Kobayashi,,,,Dragon Maid,,,
258,Tohru,,,,Dragon Maid,,,
259,Elma,,,,Dragon Maid,,,
260,Ilulu,,,,Dragon Maid,,,
261,Quetzalcoatl,,,,Dragon Maid,,,
262,Shinobu Kocho,,,,Demon Slayer,,,
263,Nezuko,,,,Demon Slayer,,,
264,Mitsuri Kanroji,,,,Demon Slayer,,,
265,Kanao Tsuyuri,,,,Demon Slayer,,,
266,Daki,,,,Demon Slayer,,,
267,Haysaka Ai,,,,Love is War,,,
268,Kaguya Shinomiya,,,,Love is War,,,
269,Chika Fujiwara,,,,Love is War,,,
270,Miko Ino,,,,Love is War,,,
271,Kei Shirogane,,,,Love is War,,,
272,Tokisaki Kurumi,,,,Date a Live,,,
273,Miku Izayoi,,,,Date a Live,,,
274,Yuzuru Yamai,,,,Date a Live,,,
275,Yuri Ha Jahad,,,,Tower of God,,,
276,Endorsi Jahad,,,,Tower of God,,,
277,Maschenny Khun Jahad,,,,Tower of God,,,
278,Hwaryun,,,,Tower of God,,,
279,Anaak Jahad,,,,Tower of God,,,
280,Dowon,,,,Tower of God,,,
281,Evankhell,,,,Tower of God,,,
282,Zero Two,,,,Darling in the Franxx,,,
283,Zero One,,,,Darling in the Franxx,,,
284,Sonia,,,,Pokemon,,,
285,Cynthia,,,,Pokemon,,,
286,Lusamine,,,,Pokemon,,,
287,Hilda,,,,Pokemon,,,
288,Gloria,,,,Pokemon,,,
289,Sabrina,,,,Pokemon,,,
290,Officer Jenny,,,,Pokemon,,,
291,Hu tao,,,,Genshin Impact,,,
292,Raiden Shogun,,,,Genshin Impact,,,
293,Beidou,,,,Genshin Impact,,,
294,Lumine,,,,Genshin Impact,,,
295,Rosaria,,,,Genshin Impact,,,
296,Yoimiya,,,,Genshin Impact,,,
297,Ada Wong,,,,Resident Evil,,,
298,Jill Valentine,,,,Resident Evil,,,
299,Alcina Dimitrescu,,,,Resident Evil,,,
300,Bela Dimitrescu,,,,Resident Evil,,,
301,Cassandra Dimitrescu,,,,Resident Evil,,,
302,Callie,,,,Splatoon,,,
303,Marie,,,,Splatoon,,,
304,Shiver,,,,Splatoon,,,
305,Zoe,,,,Monster Prom,,,
306,Polly Gheist,,,,Monster Prom,,,
307,Vera Oberlin,,,,Monster Prom,,,
308,Miranda Vanderbilt,,,,Monster Prom,,,
309,April First,,,,Monster Prom,,,
310,Milo Belladonna,,,,Monster Prom,,,
311,Omen,,,,Monster Prom,,,
312,Maple,,,,Nekopara,,,
313,Coconut,,,,Nekopara,,,
314,Azuki,,,,Nekopara,,,
315,Sylvia,,,,Potionomics,,,
316,Quinn,,,,Potionomics,,,
317,Xid,,,,Potionomics,,,
318,Leah,,,,Stardew Valley,,,
319,Robin,,,,Stardew Valley,,,
320,Sandy,,,,Stardew Valley,,,
321,Abigail,,,,Stardew Valley,,,
322,Sakuya Izayoi,,,,Touhou,,,
323,Remellia Scarlet,,,,Touhou,,,
324,Ozen,,,,Made in Abyss,,,
325,Wednesday,,,,Addams Family,,,
